seq_len,initial_capital,fee_rate,slippage_bps,threshold_long,threshold_short,cooldown_bars,min_hold_bars,max_position,use_short,min_direction_confidence,min_edge_over_cost,allowed_regimes_long,allowed_regimes_short,final_capital,total_return,max_drawdown,sharpe_ratio,n_trades,avg_trade_cost,long_trades,short_trades,flat_transitions,pct_time_in_market,pct_long,pct_short,mean_bar_return,std_bar_return,ranking_score
64,10000.0,0.0006,5.0,0.0025,-0.004,6,2,1.0,False,0.54,0.0012,"[0, 2]",[1],10674.111093910076,0.0674111093910077,-0.04932407698640574,1.060612114438027,60,0.001099999999999999,30,0,30,0.025793103448275862,0.025793103448275862,0.0,9.336144414511945e-06,0.0008238782362824568,0.6338912314192251
64,10000.0,0.0006,5.0,0.0025,-0.004,6,4,1.0,False,0.54,0.0008,"[0, 2]",[1],10674.111093910076,0.0674111093910077,-0.04932407698640574,1.060612114438027,60,0.001099999999999999,30,0,30,0.025793103448275862,0.025793103448275862,0.0,9.336144414511945e-06,0.0008238782362824568,0.6338912314192251
64,10000.0,0.0006,5.0,0.0025,-0.004,6,4,1.0,False,0.54,0.001,"[0, 2]",[1],10674.111093910076,0.0674111093910077,-0.04932407698640574,1.060612114438027,60,0.001099999999999999,30,0,30,0.025793103448275862,0.025793103448275862,0.0,9.336144414511945e-06,0.0008238782362824568,0.6338912314192251
64,10000.0,0.0006,5.0,0.0025,-0.004,6,4,1.0,False,0.54,0.0012,"[0, 2]",[1],10674.111093910076,0.0674111093910077,-0.04932407698640574,1.060612114438027,60,0.001099999999999999,30,0,30,0.025793103448275862,0.025793103448275862,0.0,9.336144414511945e-06,0.0008238782362824568,0.6338912314192251
64,10000.0,0.0006,5.0,0.0025,-0.004,6,6,1.0,False,0.54,0.0008,"[0, 2]",[1],10674.111093910076,0.0674111093910077,-0.04932407698640574,1.060612114438027,60,0.001099999999999999,30,0,30,0.025793103448275862,0.025793103448275862,0.0,9.336144414511945e-06,0.0008238782362824568,0.6338912314192251
64,10000.0,0.0006,5.0,0.0025,-0.004,6,6,1.0,False,0.54,0.001,"[0, 2]",[1],10674.111093910076,0.0674111093910077,-0.04932407698640574,1.060612114438027,60,0.001099999999999999,30,0,30,0.025793103448275862,0.025793103448275862,0.0,9.336144414511945e-06,0.0008238782362824568,0.6338912314192251
64,10000.0,0.0006,5.0,0.0025,-0.004,6,6,1.0,False,0.54,0.0012,"[0, 2]",[1],10674.111093910076,0.0674111093910077,-0.04932407698640574,1.060612114438027,60,0.001099999999999999,30,0,30,0.025793103448275862,0.025793103448275862,0.0,9.336144414511945e-06,0.0008238782362824568,0.6338912314192251
64,10000.0,0.0006,5.0,0.0025,-0.004,9,2,1.0,False,0.54,0.0008,"[0, 2]",[1],10792.750640684782,0.07927506406847828,-0.06938297345143309,1.0453029740334818,60,0.001099999999999999,30,0,30,0.037655172413793105,0.037655172413793105,0.0,1.1006976156822427e-05,0.000985548253752147,0.6217107323193096
64,10000.0,0.0006,5.0,0.0025,-0.004,9,2,1.0,False,0.54,0.001,"[0, 2]",[1],10792.750640684782,0.07927506406847828,-0.06938297345143309,1.0453029740334818,60,0.001099999999999999,30,0,30,0.037655172413793105,0.037655172413793105,0.0,1.1006976156822427e-05,0.000985548253752147,0.6217107323193096
64,10000.0,0.0006,5.0,0.0025,-0.004,9,2,1.0,False,0.54,0.0012,"[0, 2]",[1],10792.750640684782,0.07927506406847828,-0.06938297345143309,1.0453029740334818,60,0.001099999999999999,30,0,30,0.037655172413793105,0.037655172413793105,0.0,1.1006976156822427e-05,0.000985548253752147,0.6217107323193096
64,10000.0,0.0006,5.0,0.0025,-0.004,9,4,1.0,False,0.54,0.0008,"[0, 2]",[1],10792.750640684782,0.07927506406847828,-0.06938297345143309,1.0453029740334818,60,0.001099999999999999,30,0,30,0.037655172413793105,0.037655172413793105,0.0,1.1006976156822427e-05,0.000985548253752147,0.6217107323193096
64,10000.0,0.0006,5.0,0.0025,-0.004,9,4,1.0,False,0.54,0.001,"[0, 2]",[1],10792.750640684782,0.07927506406847828,-0.06938297345143309,1.0453029740334818,60,0.001099999999999999,30,0,30,0.037655172413793105,0.037655172413793105,0.0,1.1006976156822427e-05,0.000985548253752147,0.6217107323193096
64,10000.0,0.0006,5.0,0.0025,-0.004,9,4,1.0,False,0.54,0.0012,"[0, 2]",[1],10792.750640684782,0.07927506406847828,-0.06938297345143309,1.0453029740334818,60,0.001099999999999999,30,0,30,0.037655172413793105,0.037655172413793105,0.0,1.1006976156822427e-05,0.000985548253752147,0.6217107323193096
64,10000.0,0.0006,5.0,0.0025,-0.004,9,6,1.0,False,0.54,0.0008,"[0, 2]",[1],10792.750640684782,0.07927506406847828,-0.06938297345143309,1.0453029740334818,60,0.001099999999999999,30,0,30,0.037655172413793105,0.037655172413793105,0.0,1.1006976156822427e-05,0.000985548253752147,0.6217107323193096
64,10000.0,0.0006,5.0,0.0025,-0.004,9,6,1.0,False,0.54,0.001,"[0, 2]",[1],10792.750640684782,0.07927506406847828,-0.06938297345143309,1.0453029740334818,60,0.001099999999999999,30,0,30,0.037655172413793105,0.037655172413793105,0.0,1.1006976156822427e-05,0.000985548253752147,0.6217107323193096
64,10000.0,0.0006,5.0,0.0025,-0.004,9,6,1.0,False,0.54,0.0012,"[0, 2]",[1],10792.750640684782,0.07927506406847828,-0.06938297345143309,1.0453029740334818,60,0.001099999999999999,30,0,30,0.037655172413793105,0.037655172413793105,0.0,1.1006976156822427e-05,0.000985548253752147,0.6217107323193096
64,10000.0,0.0006,5.0,0.0025,-0.004,3,6,1.0,False,0.54,0.0008,"[0, 2]",[1],10665.792374189003,0.06657923741890026,-0.04549995441933688,1.0168111756354137,64,0.0010999999999999992,32,0,32,0.027448275862068966,0.027448275862068966,0.0,9.251741130409493e-06,0.0008515991409507415,0.6171433912357338
64,10000.0,0.0006,5.0,0.0025,-0.004,3,6,1.0,False,0.54,0.001,"[0, 2]",[1],10665.792374189003,0.06657923741890026,-0.04549995441933688,1.0168111756354137,64,0.0010999999999999992,32,0,32,0.027448275862068966,0.027448275862068966,0.0,9.251741130409493e-06,0.0008515991409507415,0.6171433912357338
64,10000.0,0.0006,5.0,0.0025,-0.004,3,6,1.0,False,0.54,0.0012,"[0, 2]",[1],10665.792374189003,0.06657923741890026,-0.04549995441933688,1.0168111756354137,64,0.0010999999999999992,32,0,32,0.027448275862068966,0.027448275862068966,0.0,9.251741130409493e-06,0.0008515991409507415,0.6171433912357338
64,10000.0,0.0006,5.0,0.0035,-0.004,3,6,1.0,False,0.54,0.0008,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,3,6,1.0,False,0.54,0.001,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,3,6,1.0,False,0.54,0.0012,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,6,2,1.0,False,0.54,0.0008,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,6,2,1.0,False,0.54,0.001,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,6,2,1.0,False,0.54,0.0012,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,6,4,1.0,False,0.54,0.0008,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,6,4,1.0,False,0.54,0.001,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,6,4,1.0,False,0.54,0.0012,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,6,6,1.0,False,0.54,0.0008,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,6,6,1.0,False,0.54,0.001,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.0035,-0.004,6,6,1.0,False,0.54,0.0012,"[0, 2]",[1],10627.586307242576,0.06275863072425758,-0.04549995441933682,1.0126538769915734,54,0.0010999999999999985,27,0,27,0.023310344827586208,0.023310344827586208,0.0,8.718946506450784e-06,0.000805851533059862,0.6036029218298858
64,10000.0,0.0006,5.0,0.004,-0.004,3,4,1.0,False,0.54,0.0008,"[0, 2]",[1],10570.247371244972,0.05702473712449718,-0.023945018088385134,1.322681583912346,46,0.001099999999999999,23,0,23,0.013517241379310345,0.013517241379310345,0.0,7.800700326691224e-06,0.0005519888949624439,0.5845249671528943
64,10000.0,0.0006,5.0,0.004,-0.004,3,4,1.0,False,0.54,0.001,"[0, 2]",[1],10570.247371244972,0.05702473712449718,-0.023945018088385134,1.322681583912346,46,0.001099999999999999,23,0,23,0.013517241379310345,0.013517241379310345,0.0,7.800700326691224e-06,0.0005519888949624439,0.5845249671528943
64,10000.0,0.0006,5.0,0.004,-0.004,3,4,1.0,False,0.54,0.0012,"[0, 2]",[1],10570.247371244972,0.05702473712449718,-0.023945018088385134,1.322681583912346,46,0.001099999999999999,23,0,23,0.013517241379310345,0.013517241379310345,0.0,7.800700326691224e-06,0.0005519888949624439,0.5845249671528943
64,10000.0,0.0006,5.0,0.003,-0.004,3,6,1.0,False,0.54,0.0008,"[0, 2]",[1],10581.490118088288,0.05814901180882881,-0.04549995441933675,0.931296094772335,58,0.0010999999999999988,29,0,29,0.024965517241379312,0.024965517241379312,0.0,8.128350621320825e-06,0.0008168958695679993,0.5490951739739804
64,10000.0,0.0006,5.0,0.003,-0.004,3,6,1.0,False,0.54,0.001,"[0, 2]",[1],10581.490118088288,0.05814901180882881,-0.04549995441933675,0.931296094772335,58,0.0010999999999999988,29,0,29,0.024965517241379312,0.024965517241379312,0.0,8.128350621320825e-06,0.0008168958695679993,0.5490951739739804
64,10000.0,0.0006,5.0,0.003,-0.004,3,6,1.0,False,0.54,0.0012,"[0, 2]",[1],10581.490118088288,0.05814901180882881,-0.04549995441933675,0.931296094772335,58,0.0010999999999999988,29,0,29,0.024965517241379312,0.024965517241379312,0.0,8.128350621320825e-06,0.0008168958695679993,0.5490951739739804
64,10000.0,0.0006,5.0,0.003,-0.004,3,6,1.0,False,0.58,0.0008,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,3,6,1.0,False,0.58,0.001,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,3,6,1.0,False,0.58,0.0012,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,6,2,1.0,False,0.58,0.0008,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,6,2,1.0,False,0.58,0.001,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,6,2,1.0,False,0.58,0.0012,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,6,4,1.0,False,0.58,0.0008,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,6,4,1.0,False,0.58,0.001,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,6,4,1.0,False,0.58,0.0012,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,6,6,1.0,False,0.58,0.0008,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,6,6,1.0,False,0.58,0.001,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.003,-0.004,6,6,1.0,False,0.58,0.0012,"[0, 2]",[1],10573.62405915116,0.05736240591511588,-0.023264642629043732,1.2295015721296334,34,0.0010999999999999996,17,0,17,0.014758620689655172,0.014758620689655172,0.0,7.872649363975847e-06,0.0005992994425578272,0.540308718552077
64,10000.0,0.0006,5.0,0.0035,-0.004,3,6,1.0,False,0.58,0.0008,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,3,6,1.0,False,0.58,0.001,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,3,6,1.0,False,0.58,0.0012,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,6,2,1.0,False,0.58,0.0008,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,6,2,1.0,False,0.58,0.001,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,6,2,1.0,False,0.58,0.0012,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,6,4,1.0,False,0.58,0.0008,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,6,4,1.0,False,0.58,0.001,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,6,4,1.0,False,0.58,0.0012,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,6,6,1.0,False,0.58,0.0008,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,6,6,1.0,False,0.58,0.001,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.0035,-0.004,6,6,1.0,False,0.58,0.0012,"[0, 2]",[1],10563.732974664466,0.05637329746644659,-0.023264642629043732,1.2167981636746976,32,0.0010999999999999998,16,0,16,0.013793103448275862,0.013793103448275862,0.0,7.741260780387176e-06,0.0005954498706632911,0.5309896889786012
64,10000.0,0.0006,5.0,0.003,-0.004,9,2,1.0,False,0.54,0.0008,"[0, 2]",[1],10652.513396798715,0.06525133967987151,-0.069382973451433,0.8940858891469481,56,0.0010999999999999985,28,0,28,0.03503448275862069,0.03503448275862069,0.0,9.179192668664898e-06,0.0009608980190194251,0.5040310167102225
64,10000.0,0.0006,5.0,0.003,-0.004,9,2,1.0,False,0.54,0.001,"[0, 2]",[1],10652.513396798715,0.06525133967987151,-0.069382973451433,0.8940858891469481,56,0.0010999999999999985,28,0,28,0.03503448275862069,0.03503448275862069,0.0,9.179192668664898e-06,0.0009608980190194251,0.5040310167102225
64,10000.0,0.0006,5.0,0.003,-0.004,9,2,1.0,False,0.54,0.0012,"[0, 2]",[1],10652.513396798715,0.06525133967987151,-0.069382973451433,0.8940858891469481,56,0.0010999999999999985,28,0,28,0.03503448275862069,0.03503448275862069,0.0,9.179192668664898e-06,0.0009608980190194251,0.5040310167102225
64,10000.0,0.0006,5.0,0.003,-0.004,9,4,1.0,False,0.54,0.0008,"[0, 2]",[1],10652.513396798715,0.06525133967987151,-0.069382973451433,0.8940858891469481,56,0.0010999999999999985,28,0,28,0.03503448275862069,0.03503448275862069,0.0,9.179192668664898e-06,0.0009608980190194251,0.5040310167102225
64,10000.0,0.0006,5.0,0.003,-0.004,9,4,1.0,False,0.54,0.001,"[0, 2]",[1],10652.513396798715,0.06525133967987151,-0.069382973451433,0.8940858891469481,56,0.0010999999999999985,28,0,28,0.03503448275862069,0.03503448275862069,0.0,9.179192668664898e-06,0.0009608980190194251,0.5040310167102225
64,10000.0,0.0006,5.0,0.003,-0.004,9,4,1.0,False,0.54,0.0012,"[0, 2]",[1],10652.513396798715,0.06525133967987151,-0.069382973451433,0.8940858891469481,56,0.0010999999999999985,28,0,28,0.03503448275862069,0.03503448275862069,0.0,9.179192668664898e-06,0.0009608980190194251,0.5040310167102225
64,10000.0,0.0006,5.0,0.003,-0.004,9,6,1.0,False,0.54,0.0008,"[0, 2]",[1],10652.513396798715,0.06525133967987151,-0.069382973451433,0.8940858891469481,56,0.0010999999999999985,28,0,28,0.03503448275862069,0.03503448275862069,0.0,9.179192668664898e-06,0.0009608980190194251,0.5040310167102225
64,10000.0,0.0006,5.0,0.003,-0.004,9,6,1.0,False,0.54,0.001,"[0, 2]",[1],10652.513396798715,0.06525133967987151,-0.069382973451433,0.8940858891469481,56,0.0010999999999999985,28,0,28,0.03503448275862069,0.03503448275862069,0.0,9.179192668664898e-06,0.0009608980190194251,0.5040310167102225
64,10000.0,0.0006,5.0,0.003,-0.004,9,6,1.0,False,0.54,0.0012,"[0, 2]",[1],10652.513396798715,0.06525133967987151,-0.069382973451433,0.8940858891469481,56,0.0010999999999999985,28,0,28,0.03503448275862069,0.03503448275862069,0.0,9.179192668664898e-06,0.0009608980190194251,0.5040310167102225
