step,equity,strategy_return
313,9939.90613,0.0
314,9939.90613,0.0
315,9939.90613,0.0
316,9939.90613,0.0
317,9939.90613,0.0
318,9939.90613,0.0
319,9939.90613,0.0
320,9939.90613,0.0
321,9939.90613,0.0
322,9939.90613,0.0
323,9939.90613,0.0
324,9939.90613,0.0
325,9939.90613,0.0
326,9939.90613,0.0
327,9939.90613,0.0
328,9939.90613,0.0
329,9939.90613,0.0
330,9939.90613,0.0
331,9939.90613,0.0
332,9939.90613,0.0
333,9939.90613,0.0
334,9939.90613,0.0
335,9939.90613,0.0
336,9939.90613,0.0
337,9939.90613,0.0
338,9939.90613,0.0
339,9939.90613,0.0
340,9939.90613,0.0
341,9939.90613,0.0
342,9939.90613,0.0
343,9939.90613,0.0
344,9939.90613,0.0
345,9939.90613,0.0
346,9939.90613,0.0
347,9939.90613,0.0
348,9939.90613,0.0
349,9939.90613,0.0
350,9939.90613,0.0
351,9939.90613,0.0
352,9939.90613,0.0
353,9939.90613,0.0
354,9939.90613,0.0
355,9939.90613,0.0
356,9939.90613,0.0
357,9939.90613,0.0
358,9939.90613,0.0
359,9939.90613,0.0
360,9939.90613,0.0
361,9939.90613,0.0
362,9939.90613,0.0
363,9939.90613,0.0
364,9895.682004991231,-0.00444914916
365,9895.682004991231,0.0
366,9895.682004991231,0.0
367,9895.682004991231,0.0
368,9895.682004991231,0.0
369,9895.682004991231,0.0
370,9895.682004991231,0.0
371,9895.682004991231,0.0
372,9895.682004991231,0.0
373,9895.682004991231,0.0
374,9895.682004991231,0.0
375,9895.682004991231,0.0
376,9895.682004991231,0.0
377,9895.682004991231,0.0
378,9895.682004991231,0.0
379,9895.682004991231,0.0
380,9895.682004991231,0.0
381,9895.682004991231,0.0
382,9895.682004991231,0.0
383,9895.682004991231,0.0
384,9895.682004991231,0.0
385,9895.682004991231,0.0
386,9895.682004991231,0.0
387,9895.682004991231,0.0
388,9895.682004991231,0.0
389,9895.682004991231,0.0
390,9895.682004991231,0.0
391,9895.682004991231,0.0
392,9895.682004991231,0.0
393,9895.682004991231,0.0
394,9895.682004991231,0.0
395,9895.682004991231,0.0
396,9895.682004991231,0.0
397,9895.682004991231,0.0
398,9895.682004991231,0.0
399,9895.682004991231,0.0
400,9895.682004991231,0.0
401,9895.682004991231,0.0
402,9895.682004991231,0.0
403,9895.682004991231,0.0
404,9895.682004991231,0.0
405,9895.682004991231,0.0
406,9895.682004991231,0.0
407,9895.682004991231,0.0
408,9944.285779224769,0.0049116144
409,9944.285779224769,0.0
410,9944.285779224769,0.0
411,9944.285779224769,0.0
412,9944.285779224769,0.0
413,9944.285779224769,0.0
414,9944.285779224769,0.0
415,9944.285779224769,0.0
416,9944.285779224769,0.0
417,9944.285779224769,0.0
418,9944.285779224769,0.0
419,9944.285779224769,0.0
420,9944.285779224769,0.0
421,9944.285779224769,0.0
422,9944.285779224769,0.0
423,9944.285779224769,0.0
424,9944.285779224769,0.0
425,9944.285779224769,0.0
426,9944.285779224769,0.0
427,9944.285779224769,0.0
428,9944.285779224769,0.0
429,9944.285779224769,0.0
430,9944.285779224769,0.0
431,9944.285779224769,0.0
432,9944.285779224769,0.0
433,9944.285779224769,0.0
434,9944.285779224769,0.0
435,9944.285779224769,0.0
436,9944.285779224769,0.0
437,9944.285779224769,0.0
438,9944.285779224769,0.0
439,9944.285779224769,0.0
440,9944.285779224769,0.0
441,9944.285779224769,0.0
442,9944.285779224769,0.0
443,9944.285779224769,0.0
444,9944.285779224769,0.0
445,9944.285779224769,0.0
446,9944.285779224769,0.0
447,9944.285779224769,0.0
448,9944.285779224769,0.0
449,9944.285779224769,0.0
450,9944.285779224769,0.0
451,9944.285779224769,0.0
452,9944.285779224769,0.0
453,9944.285779224769,0.0
454,9944.285779224769,0.0
455,9944.285779224769,0.0
456,9944.285779224769,0.0
457,9944.285779224769,0.0
458,9944.285779224769,0.0
459,9944.285779224769,0.0
460,9944.285779224769,0.0
461,9944.285779224769,0.0
462,9944.285779224769,0.0
463,9944.285779224769,0.0
464,9944.285779224769,0.0
465,9944.285779224769,0.0
466,9944.285779224769,0.0
467,9944.285779224769,0.0
468,9944.285779224769,0.0
469,9944.285779224769,0.0
470,9944.285779224769,0.0
471,9944.285779224769,0.0
472,9944.285779224769,0.0
473,9944.285779224769,0.0
474,9944.285779224769,0.0
475,9895.921607708595,-0.00486351384
476,9895.921607708595,0.0
477,9895.921607708595,0.0
478,9895.921607708595,0.0
479,9895.921607708595,0.0
480,9895.921607708595,0.0
481,9895.921607708595,0.0
482,9895.921607708595,0.0
483,9895.921607708595,0.0
484,9895.921607708595,0.0
485,9895.921607708595,0.0
486,9895.921607708595,0.0
487,9895.921607708595,0.0
488,9895.921607708595,0.0
489,9895.921607708595,0.0
490,9895.921607708595,0.0
491,9895.921607708595,0.0
492,9895.921607708595,0.0
493,9895.921607708595,0.0
494,9895.921607708595,0.0
495,9895.921607708595,0.0
496,9895.921607708595,0.0
497,9895.921607708595,0.0
498,9895.921607708595,0.0
499,9895.921607708595,0.0
500,9895.921607708595,0.0
501,9895.921607708595,0.0
502,9895.921607708595,0.0
503,9895.921607708595,0.0
504,9895.921607708595,0.0
505,9895.921607708595,0.0
506,9895.921607708595,0.0
507,9895.921607708595,0.0
508,9895.921607708595,0.0
509,9895.921607708595,0.0
510,9895.921607708595,0.0
511,9895.921607708595,0.0
512,9895.921607708595,0.0
513,9895.921607708595,0.0
514,9895.921607708595,0.0
515,9895.921607708595,0.0
516,9895.921607708595,0.0
517,9895.921607708595,0.0
518,9895.921607708595,0.0
519,9895.921607708595,0.0
520,9895.921607708595,0.0
521,9895.921607708595,0.0
522,9895.921607708595,0.0
523,9895.921607708595,0.0
524,9895.921607708595,0.0
525,9895.921607708595,0.0
526,9895.921607708595,0.0
527,9895.921607708595,0.0
528,9895.921607708595,0.0
529,9895.921607708595,0.0
530,9895.921607708595,0.0
531,9895.921607708595,0.0
532,9895.921607708595,0.0
533,9895.921607708595,0.0
534,9895.921607708595,0.0
535,9895.921607708595,0.0
536,9895.921607708595,0.0
537,9895.921607708595,0.0
538,9895.921607708595,0.0
539,9895.921607708595,0.0
540,9895.921607708595,0.0
541,9895.921607708595,0.0
542,9895.921607708595,0.0
543,9895.921607708595,0.0
544,9895.921607708595,0.0
545,9895.921607708595,0.0
546,9895.921607708595,0.0
547,9895.921607708595,0.0
548,9895.921607708595,0.0
549,9895.921607708595,0.0
550,9895.921607708595,0.0
551,9895.921607708595,0.0
552,9895.921607708595,0.0
553,9895.921607708595,0.0
554,9895.921607708595,0.0
555,9895.921607708595,0.0
556,9895.921607708595,0.0
557,9895.921607708595,0.0
558,9895.921607708595,0.0
559,9895.921607708595,0.0
560,9895.921607708595,0.0
561,9895.921607708595,0.0
562,9895.921607708595,0.0
563,9895.921607708595,0.0
564,9895.921607708595,0.0
565,9895.921607708595,0.0
566,9895.921607708595,0.0
567,9895.921607708595,0.0
568,9895.921607708595,0.0
569,9895.921607708595,0.0
570,9895.921607708595,0.0
571,9895.921607708595,0.0
572,9895.921607708595,0.0
573,9895.921607708595,0.0
574,9895.921607708595,0.0
575,9895.921607708595,0.0
576,9895.921607708595,0.0
577,9895.921607708595,0.0
578,9895.921607708595,0.0
579,9895.921607708595,0.0
580,9895.921607708595,0.0
581,9895.921607708595,0.0
582,9895.921607708595,0.0
583,9895.921607708595,0.0
584,9895.921607708595,0.0
585,9895.921607708595,0.0
586,9895.921607708595,0.0
587,9895.921607708595,0.0
588,9895.921607708595,0.0
589,9895.921607708595,0.0
590,9895.921607708595,0.0
591,9895.921607708595,0.0
592,9895.921607708595,0.0
593,9895.921607708595,0.0
594,9895.921607708595,0.0
595,9895.921607708595,0.0
596,9895.921607708595,0.0
597,9895.921607708595,0.0
598,9895.921607708595,0.0
599,9895.921607708595,0.0
600,9895.921607708595,0.0
601,9895.921607708595,0.0
602,9895.921607708595,0.0
603,9895.921607708595,0.0
604,9895.921607708595,0.0
605,9895.921607708595,0.0
606,9895.921607708595,0.0
607,9895.921607708595,0.0
608,9895.921607708595,0.0
609,9895.921607708595,0.0
610,9895.921607708595,0.0
611,9895.921607708595,0.0
612,9895.921607708595,0.0
613,9895.921607708595,0.0
614,9895.921607708595,0.0
615,9895.921607708595,0.0
616,9895.921607708595,0.0
617,9895.921607708595,0.0
618,9895.921607708595,0.0
619,9895.921607708595,0.0
620,9895.921607708595,0.0
621,9895.921607708595,0.0
622,9895.921607708595,0.0
623,9895.921607708595,0.0
624,9895.921607708595,0.0
625,9895.921607708595,0.0
626,9895.921607708595,0.0
627,9895.921607708595,0.0
628,9895.921607708595,0.0
629,9895.921607708595,0.0
630,9895.921607708595,0.0
631,9895.921607708595,0.0
632,9895.921607708595,0.0
633,9895.921607708595,0.0
634,9895.921607708595,0.0
635,9895.921607708595,0.0
636,9895.921607708595,0.0
637,9895.921607708595,0.0
638,9895.921607708595,0.0
639,9895.921607708595,0.0
640,9895.921607708595,0.0
641,9895.921607708595,0.0
642,9895.921607708595,0.0
643,9895.921607708595,0.0
644,9895.921607708595,0.0
645,9895.921607708595,0.0
646,9895.921607708595,0.0
647,9895.921607708595,0.0
648,9895.921607708595,0.0
649,9895.921607708595,0.0
650,9895.921607708595,0.0
651,9895.921607708595,0.0
652,9895.921607708595,0.0
653,9895.921607708595,0.0
654,9895.921607708595,0.0
655,9895.921607708595,0.0
656,9895.921607708595,0.0
657,9895.921607708595,0.0
658,9895.921607708595,0.0
659,9895.921607708595,0.0
660,9895.921607708595,0.0
661,9895.921607708595,0.0
662,9895.921607708595,0.0
663,9895.921607708595,0.0
664,9895.921607708595,0.0
665,9895.921607708595,0.0
666,9895.921607708595,0.0
667,9895.921607708595,0.0
668,9895.921607708595,0.0
669,9895.921607708595,0.0
670,9895.921607708595,0.0
671,9895.921607708595,0.0
672,9895.921607708595,0.0
673,9895.921607708595,0.0
674,9895.921607708595,0.0
675,9895.921607708595,0.0
676,9895.921607708595,0.0
677,9895.921607708595,0.0
678,9895.921607708595,0.0
679,9895.921607708595,0.0
680,9895.921607708595,0.0
681,9895.921607708595,0.0
682,9895.921607708595,0.0
683,9895.921607708595,0.0
684,9895.921607708595,0.0
685,9895.921607708595,0.0
686,9895.921607708595,0.0
687,9895.921607708595,0.0
688,9895.921607708595,0.0
689,9895.921607708595,0.0
690,9895.921607708595,0.0
691,9895.921607708595,0.0
692,9895.921607708595,0.0
693,9895.921607708595,0.0
694,9895.921607708595,0.0
695,9895.921607708595,0.0
696,9895.921607708595,0.0
697,9895.921607708595,0.0
698,9895.921607708595,0.0
699,9895.921607708595,0.0
700,9895.921607708595,0.0
701,9895.921607708595,0.0
702,9895.921607708595,0.0
703,9895.921607708595,0.0
704,9895.921607708595,0.0
705,9895.921607708595,0.0
706,9895.921607708595,0.0
707,9895.921607708595,0.0
708,9895.921607708595,0.0
709,9895.921607708595,0.0
710,9895.921607708595,0.0
711,9895.921607708595,0.0
712,9895.921607708595,0.0
713,9895.921607708595,0.0
714,9895.921607708595,0.0
715,9895.921607708595,0.0
716,9895.921607708595,0.0
717,9895.921607708595,0.0
718,9895.921607708595,0.0
719,9895.921607708595,0.0
720,9895.921607708595,0.0
721,9895.921607708595,0.0
722,9895.921607708595,0.0
723,9994.508529318879,0.009962378999999999
724,9994.508529318879,0.0
725,9994.508529318879,0.0
726,9994.508529318879,0.0
727,9994.508529318879,0.0
728,9994.508529318879,0.0
729,9994.508529318879,0.0
730,9994.508529318879,0.0
731,9994.508529318879,0.0
732,9994.508529318879,0.0
733,9994.508529318879,0.0
734,9994.508529318879,0.0
735,9994.508529318879,0.0
736,9994.508529318879,0.0
737,9994.508529318879,0.0
738,9994.508529318879,0.0
739,9994.508529318879,0.0
740,9994.508529318879,0.0
741,9994.508529318879,0.0
742,9994.508529318879,0.0
743,9994.508529318879,0.0
744,9994.508529318879,0.0
745,9994.508529318879,0.0
746,9994.508529318879,0.0
747,9994.508529318879,0.0
748,9994.508529318879,0.0
749,9994.508529318879,0.0
750,9994.508529318879,0.0
751,9994.508529318879,0.0
752,10077.82718198546,0.0083364432
753,10077.82718198546,0.0
754,10077.82718198546,0.0
755,10077.82718198546,0.0
756,9964.454077769307,-0.011249756735143479
757,9964.454077769307,0.0
758,9964.454077769307,0.0
759,9964.454077769307,0.0
760,9964.454077769307,0.0
761,9964.454077769307,0.0
762,9964.454077769307,0.0
763,9964.454077769307,0.0
764,9964.454077769307,0.0
765,9964.454077769307,0.0
766,9964.454077769307,0.0
767,9964.454077769307,0.0
768,9964.454077769307,0.0
769,10075.796688345219,0.01117398
770,10075.796688345219,0.0
771,10075.796688345219,0.0
772,10075.796688345219,0.0
773,10075.796688345219,0.0
774,10075.796688345219,0.0
775,10075.796688345219,0.0
776,10075.796688345219,0.0
777,10075.796688345219,0.0
778,10075.796688345219,0.0
779,10075.796688345219,0.0
780,10075.796688345219,0.0
781,10075.796688345219,0.0
782,10075.796688345219,0.0
783,10075.796688345219,0.0
784,10075.796688345219,0.0
785,10075.796688345219,0.0
786,10075.796688345219,0.0
787,10075.796688345219,0.0
788,10075.796688345219,0.0
789,10075.796688345219,0.0
790,10075.796688345219,0.0
791,10075.796688345219,0.0
792,10075.796688345219,0.0
793,10075.796688345219,0.0
794,10075.796688345219,0.0
795,10075.796688345219,0.0
796,10075.796688345219,0.0
797,10075.796688345219,0.0
798,10075.796688345219,0.0
799,10075.796688345219,0.0
800,10075.796688345219,0.0
801,10075.796688345219,0.0
802,10075.796688345219,0.0
803,10075.796688345219,0.0
804,10075.796688345219,0.0
805,10075.796688345219,0.0
806,10075.796688345219,0.0
807,10075.796688345219,0.0
808,10075.796688345219,0.0
809,10075.796688345219,0.0
810,10075.796688345219,0.0
811,10075.796688345219,0.0
812,10075.796688345219,0.0
813,10075.796688345219,0.0
814,10075.796688345219,0.0
815,10075.796688345219,0.0
816,10075.796688345219,0.0
817,10075.796688345219,0.0
818,10075.796688345219,0.0
819,10075.796688345219,0.0
820,10075.796688345219,0.0
821,10075.796688345219,0.0
822,10075.796688345219,0.0
823,10075.796688345219,0.0
824,10075.796688345219,0.0
825,10075.796688345219,0.0
826,10075.796688345219,0.0
827,10075.796688345219,0.0
828,10075.796688345219,0.0
829,10075.796688345219,0.0
830,10075.796688345219,0.0
831,10075.796688345219,0.0
832,10075.796688345219,0.0
833,10075.796688345219,0.0
834,10075.796688345219,0.0
835,10075.796688345219,0.0
836,10075.796688345219,0.0
837,10075.796688345219,0.0
838,10075.796688345219,0.0
839,10075.796688345219,0.0
840,10075.796688345219,0.0
841,10075.796688345219,0.0
842,10075.796688345219,0.0
843,10075.796688345219,0.0
844,10075.796688345219,0.0
845,10075.796688345219,0.0
846,10075.796688345219,0.0
847,10075.796688345219,0.0
848,10075.796688345219,0.0
849,10075.796688345219,0.0
850,10075.796688345219,0.0
851,10075.796688345219,0.0
852,10075.796688345219,0.0
853,10075.796688345219,0.0
854,10075.796688345219,0.0
855,10075.796688345219,0.0
856,10075.796688345219,0.0
857,10075.796688345219,0.0
858,10075.796688345219,0.0
859,10075.796688345219,0.0
860,10075.796688345219,0.0
861,10075.796688345219,0.0
862,10075.796688345219,0.0
863,10075.796688345219,0.0
864,10075.796688345219,0.0
865,10075.796688345219,0.0
866,10075.796688345219,0.0
867,10075.796688345219,0.0
868,10075.796688345219,0.0
869,10075.796688345219,0.0
870,10075.796688345219,0.0
871,10075.796688345219,0.0
872,10075.796688345219,0.0
873,10075.796688345219,0.0
874,10075.796688345219,0.0
875,10075.796688345219,0.0
876,10075.796688345219,0.0
877,10075.796688345219,0.0
878,10075.796688345219,0.0
879,10075.796688345219,0.0
880,10075.796688345219,0.0
881,10075.796688345219,0.0
882,10075.796688345219,0.0
883,10075.796688345219,0.0
884,10075.796688345219,0.0
885,10075.796688345219,0.0
886,10075.796688345219,0.0
887,10075.796688345219,0.0
888,10075.796688345219,0.0
889,10075.796688345219,0.0
890,10075.796688345219,0.0
891,10075.796688345219,0.0
892,10075.796688345219,0.0
893,10075.796688345219,0.0
894,10075.796688345219,0.0
895,10075.796688345219,0.0
896,10075.796688345219,0.0
897,10075.796688345219,0.0
898,10075.796688345219,0.0
899,10075.796688345219,0.0
900,10075.796688345219,0.0
901,10075.796688345219,0.0
902,10075.796688345219,0.0
903,10075.796688345219,0.0
904,10075.796688345219,0.0
905,10075.796688345219,0.0
906,10075.796688345219,0.0
907,10075.796688345219,0.0
908,10075.796688345219,0.0
909,10075.796688345219,0.0
910,10075.796688345219,0.0
911,10075.796688345219,0.0
912,10075.796688345219,0.0
913,10075.796688345219,0.0
914,10075.796688345219,0.0
915,10075.796688345219,0.0
916,10075.796688345219,0.0
917,10075.796688345219,0.0
918,10075.796688345219,0.0
919,10075.796688345219,0.0
920,10075.796688345219,0.0
921,10075.796688345219,0.0
922,10075.796688345219,0.0
923,10075.796688345219,0.0
924,10075.796688345219,0.0
925,10075.796688345219,0.0
926,10075.796688345219,0.0
927,10075.796688345219,0.0
928,10075.796688345219,0.0
929,10075.796688345219,0.0
930,10075.796688345219,0.0
931,10075.796688345219,0.0
932,10075.796688345219,0.0
933,10075.796688345219,0.0
934,10075.796688345219,0.0
935,10075.796688345219,0.0
936,10075.796688345219,0.0
937,10075.796688345219,0.0
938,10075.796688345219,0.0
939,10075.796688345219,0.0
940,10075.796688345219,0.0
941,10075.796688345219,0.0
942,10075.796688345219,0.0
943,10075.796688345219,0.0
944,10075.796688345219,0.0
945,10075.796688345219,0.0
946,10075.796688345219,0.0
947,10075.796688345219,0.0
948,10075.796688345219,0.0
949,10075.796688345219,0.0
950,10075.796688345219,0.0
951,10075.796688345219,0.0
952,10075.796688345219,0.0
953,10075.796688345219,0.0
954,10075.796688345219,0.0
955,10075.796688345219,0.0
956,10075.796688345219,0.0
957,10075.796688345219,0.0
958,10075.796688345219,0.0
959,10075.796688345219,0.0
960,10075.796688345219,0.0
961,10075.796688345219,0.0
962,10075.796688345219,0.0
963,10075.796688345219,0.0
964,10075.796688345219,0.0
965,10075.796688345219,0.0
966,10075.796688345219,0.0
967,10075.796688345219,0.0
968,10075.796688345219,0.0
969,10075.796688345219,0.0
970,10075.796688345219,0.0
971,10075.796688345219,0.0
972,10075.796688345219,0.0
973,10075.796688345219,0.0
974,10075.796688345219,0.0
975,10075.796688345219,0.0
976,10075.796688345219,0.0
977,10075.796688345219,0.0
978,10075.796688345219,0.0
979,10075.796688345219,0.0
980,10075.796688345219,0.0
981,10075.796688345219,0.0
982,10075.796688345219,0.0
983,10075.796688345219,0.0
984,10075.796688345219,0.0
985,10075.796688345219,0.0
986,10075.796688345219,0.0
987,10075.796688345219,0.0
988,10075.796688345219,0.0
989,10075.796688345219,0.0
990,10075.796688345219,0.0
991,10075.796688345219,0.0
992,10075.796688345219,0.0
993,10075.796688345219,0.0
994,10075.796688345219,0.0
995,10075.796688345219,0.0
996,10125.418503878047,0.0049248528
997,10125.418503878047,0.0
998,10125.418503878047,0.0
999,10125.418503878047,0.0
1000,10125.418503878047,0.0
1001,10125.418503878047,0.0
1002,10125.418503878047,0.0
1003,10125.418503878047,0.0
1004,10125.418503878047,0.0
1005,10125.418503878047,0.0
1006,10125.418503878047,0.0
1007,10125.418503878047,0.0
1008,10125.418503878047,0.0
1009,10125.418503878047,0.0
1010,10125.418503878047,0.0
1011,10125.418503878047,0.0
1012,10125.418503878047,0.0
1013,10125.418503878047,0.0
1014,10125.418503878047,0.0
1015,10125.418503878047,0.0
1016,10125.418503878047,0.0
1017,10125.418503878047,0.0
1018,10125.418503878047,0.0
1019,10125.418503878047,0.0
1020,10125.418503878047,0.0
1021,10125.418503878047,0.0
1022,10125.418503878047,0.0
1023,10125.418503878047,0.0
1024,10125.418503878047,0.0
1025,10125.418503878047,0.0
1026,10125.418503878047,0.0
1027,10125.418503878047,0.0
1028,10125.418503878047,0.0
1029,10125.418503878047,0.0
1030,10125.418503878047,0.0
1031,10125.418503878047,0.0
1032,10125.418503878047,0.0
1033,10125.418503878047,0.0
1034,10125.418503878047,0.0
1035,10125.418503878047,0.0
1036,10125.418503878047,0.0
1037,10125.418503878047,0.0
1038,10125.418503878047,0.0
1039,10125.418503878047,0.0
1040,10125.418503878047,0.0
1041,10125.418503878047,0.0
1042,10125.418503878047,0.0
1043,10125.418503878047,0.0
1044,10125.418503878047,0.0
1045,10125.418503878047,0.0
1046,10125.418503878047,0.0
1047,10125.418503878047,0.0
1048,10125.418503878047,0.0
1049,10125.418503878047,0.0
1050,10125.418503878047,0.0
1051,10125.418503878047,0.0
1052,10125.418503878047,0.0
