regime_label,n_trades,total_net_ret,avg_trade_ret,win_rate,avg_size,avg_prob,avg_ev,avg_score
trend_down,32,0.1313213431688556,0.004103791974026738,0.71875,0.5972331957586737,0.8239322174340487,0.008666797950291906,1.8704473455180246
range,13,0.0206352600359998,0.0015873276950769076,0.5384615384615384,0.6,0.8990511756676894,0.007417500852615546,1.8633557098524933
trend_up,10,0.011291717999999801,0.00112917179999998,0.6,0.6,0.8425858914852142,0.007079273506226611,2.049011362411735
